hospital_id,name,city,state,pincode,address,latitude,longitude,specialties,procedures,cost_min,cost_max,currency,facilities,accreditation,pmjay_empanelled,annual_procedure_volume,outcome_metric,icu_beds,source_type,verification_status,source_url,last_verified,last_updated,data_status,condition_tag,review_status,phone,facility_type,date_of_establishment,success_rates
PBHOS-017,SDH DASUYA,Hoshiarpur,Punjab,990093,"Hoshiarpur, Punjab (street address not published in source)",31.515720,75.878896,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",69000,253252,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Quality-certified demo},True,769,Synthetic demo composite outcome: 95%,6,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,9417355600,Public,2000-04-07,"{""Orthopedics"":86,""Joint Replacement"":83}"
PBHOS-018,SDH Garhshankar,Hoshiarpur,Punjab,990094,"Hoshiarpur, Punjab (street address not published in source)",31.481872,75.900320,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",72000,262350,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Teaching hospital demo},True,1433,Synthetic demo composite outcome: 97%,13,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,9665272289,Public,2007-07-12,"{""General Surgery"":95,""Laparoscopic Surgery"":88}"
PBHOS-019,SDH Mukerian,Hoshiarpur,Punjab,990095,"Hoshiarpur, Punjab (street address not published in source)",31.538572,75.945513,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",75000,232100,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Not specified / demo},True,678,Synthetic demo composite outcome: 97%,13,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,9815081212,Public,2014-10-17,"{""Gastroenterology"":88,""Hepatology"":95}"
PBHOS-020,st joseph hospital,Hoshiarpur,Punjab,990096,"Hoshiarpur, Punjab (street address not published in source)",31.481122,75.904872,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",98000,335158,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{NABH-style demo},True,339,Synthetic demo composite outcome: 96%,12,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,diabetes,pending,9781260219,Private,1965-01-22,"{""Nephrology"":88,""Urology"":89}"
PBHOS-021,SWAMI PREMANAND CHARITABLE HOSPITAL,Hoshiarpur,Punjab,990097,"Hoshiarpur, Punjab (street address not published in source)",31.483635,75.940594,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",101000,381989,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{ISO-style demo},True,1339,Synthetic demo composite outcome: 87%,10,public,simulated,https://healthcardhospitallist.com/punjab/hoshiarpur,2026-09-24,2026-09-24,synthetic_demo_data,cardiac,pending,6283417466,Private,1972-04-27,"{""Pulmonology"":94,""Critical Care"":99}"
DEL-001,Acharya Shree Bhikshu Hospital,Delhi,Delhi,110015,Moti Nagar New Delhi-110015,28.615538,77.223034,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",94000,415486,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Quality-certified demo},False,253,Synthetic demo composite outcome: 95%,4,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,oncology,approved,011-25423011,Government Hospital,1979-07-05,"{""Oncology"":93,""Radiation Oncology"":89}"
DEL-002,Ambedkar Nagar Hospital,Delhi,Delhi,110062,"Block-B, Sector-5, Dakshinpuri, New Delhi",28.592216,77.182913,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",97000,242822,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Teaching hospital demo},False,1383,Synthetic demo composite outcome: 93%,18,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,women-health,approved,011-26052014,Government Hospital,1986-10-10,"{""Obstetrics & Gynecology"":95,""Women’s Health"":99}"
DEL-003,Aruna Asaf Ali Govt. Hospital,Delhi,Delhi,110054,"5-Rajpur Road, Delhi",28.602210,77.177303,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",100000,344605,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Not specified / demo},False,867,Synthetic demo composite outcome: 94%,14,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,011-23965532,Government Hospital,1993-01-15,"{""Pediatrics"":94,""Neonatology"":93}"
DEL-004,Attar Sain Jain Hospital,Delhi,Delhi,110035,"Community Centre, Keshavpuram Industrial Area, Lawrence Road, New Delhi",28.648487,77.240900,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",103000,447652,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{NABH-style demo},False,776,Synthetic demo composite outcome: 91%,3,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,gastro,approved,27188342,Government Hospital,2000-04-20,"{""Ophthalmology"":96,""Ophthalmic Surgery"":97}"
DEL-005,Ayurvedic & Unani Tibbia College & Hospital,Delhi,Delhi,110005,"Ajmal Khan Park, Karol Bagh, New Delhi-05",28.600928,77.233647,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",55000,208066,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{ISO-style demo},False,868,Synthetic demo composite outcome: 88%,18,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,ent,approved,011-23524180,Government Hospital,2007-07-25,"{""ENT"":86,""Head & Neck Surgery"":89}"
DEL-006,Babu Jagjivan Ram Memorial Hospital,Delhi,Delhi,110033,"Jahangirpuri, New Delhi",28.599835,77.186502,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",58000,251899,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Quality-certified demo},False,390,Synthetic demo composite outcome: 87%,5,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,011-27631810,Government Hospital,2014-10-03,"{""Dermatology"":90,""Cosmetology"":90}"
DEL-007,Bhagwan Mahavir Hospital,Delhi,Delhi,110034,"H-4/5, Pitampura, Delhi",28.612021,77.227690,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",61000,192083,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Teaching hospital demo},False,1267,Synthetic demo composite outcome: 97%,10,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,oncology,approved,011-27034535,Government Hospital,1965-01-08,"{""Psychiatry"":97,""Behavioral Health"":92}"
DEL-008,B R Sur Homeopathic Medical College & Hospital,Delhi,Delhi,110021,"Nanakpura, Moti Bagh, New Delhi",28.590748,77.206049,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",64000,215881,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Not specified / demo},False,1307,Synthetic demo composite outcome: 94%,16,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,emergency,approved,011-24105298,Government Hospital,1972-04-13,"{""Emergency Medicine"":90,""Trauma Care"":93}"
DEL-009,Burari Hospital,Delhi,Delhi,110084,"Kaushik Enclave, Burari, Delhi",28.587479,77.203514,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",67000,163083,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{NABH-style demo},False,1164,Synthetic demo composite outcome: 88%,12,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,approved,011-20874505,Government Hospital,1979-07-18,"{""Endocrinology"":91,""Diabetology"":90}"
DEL-010,Deen Dayal Upadhyay Hospital,Delhi,Delhi,110064,"Hari Nagar, New Delhi",28.645722,77.200007,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",70000,308186,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{ISO-style demo},False,1107,Synthetic demo composite outcome: 96%,18,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,eye,approved,011-25494402-08,Government Hospital,1986-10-23,"{""Rheumatology"":92,""Pain Medicine"":97}"
DEL-011,Deep Chand Bandhu Hospital,Delhi,Delhi,110052,"Kokiwala Bagh, Phase IV, Near Bharat Nagar Police Station, Ashok Vihar, New Delhi",28.619865,77.220089,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",73000,388309,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Quality-certified demo},False,783,Synthetic demo composite outcome: 88%,5,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,approved,011-27305953,Government Hospital,1993-01-01,"{""General Medicine"":97,""Family Medicine"":96}"
DEL-012,Dr. Baba Saheb Ambedkar Hospital,Delhi,Delhi,110085,"Sector 6, Rohini, New Delhi",28.592146,77.211541,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",76000,353640,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Teaching hospital demo},False,582,Synthetic demo composite outcome: 96%,7,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,approved,011-27055585,Government Hospital,2000-04-06,"{""Cardiology"":93,""Internal Medicine"":92}"
DEL-013,Dr. Hedgewar Arogya Sansthan,Delhi,Delhi,110032,"F-18, Karkardooma, Delhi",28.642532,77.214926,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",79000,406508,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Not specified / demo},False,1239,Synthetic demo composite outcome: 97%,14,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,mental-health,approved,011-20822313,Government Hospital,2007-07-11,"{""Neurology"":92,""Neurosurgery"":92}"
DEL-014,Dr. N.C. Joshi Memorial Hospital,Delhi,Delhi,110005,Karol Bagh New Delhi,28.639811,77.202195,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",82000,397586,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{NABH-style demo},False,1167,Synthetic demo composite outcome: 90%,5,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,approved,011-23611786,Government Hospital,2014-10-16,"{""Orthopedics"":91,""Joint Replacement"":95}"
DEL-015,G.B. Pant Hospital (GIPMER),Delhi,Delhi,110002,"Jawahar Lal Nehru Marg, Delhi",28.593754,77.198937,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",85000,478935,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{ISO-style demo},False,1578,Synthetic demo composite outcome: 87%,17,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,approved,011-23238109,Government Hospital,1965-01-21,"{""General Surgery"":88,""Laparoscopic Surgery"":94}"
DEL-016,Guru Govind Singh Govt. Hospital,Delhi,Delhi,110027,Raghubir Nagar New Delhi,28.599590,77.215415,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",88000,443201,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Quality-certified demo},False,1790,Synthetic demo composite outcome: 87%,14,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,gastro,approved,011-25984549,Government Hospital,1972-04-26,"{""Gastroenterology"":87,""Hepatology"":84}"
DEL-017,Guru Nanak Eye Center,Delhi,Delhi,110002,"Maharaja Ranjit Singh Marg, New Delhi-2",28.622209,77.229342,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",91000,295079,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Teaching hospital demo},False,937,Synthetic demo composite outcome: 94%,15,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,neurological,approved,011-23236931,Government Hospital,1979-07-04,"{""Nephrology"":98,""Urology"":99}"
DEL-018,Guru Teg Bahadur Hospital (GTBH),Delhi,Delhi,110095,"Dilshad Garden, Delhi",28.590901,77.209033,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",94000,269790,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Not specified / demo},False,1564,Synthetic demo composite outcome: 86%,10,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,approved,011-22586262,Government Hospital,1986-10-09,"{""Pulmonology"":97,""Critical Care"":96}"
DEL-019,Indira Gandhi Hospital,Delhi,Delhi,110077,"Sector 9, Dwarka, New Delhi",28.617598,77.210239,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",97000,528596,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{NABH-style demo},False,799,Synthetic demo composite outcome: 95%,11,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,oncology,approved,011-20895995,Government Hospital,1993-01-14,"{""Oncology"":91,""Radiation Oncology"":86}"
DEL-020,Jag Pravesh Chandra Hospital,Delhi,Delhi,110053,"Shastri Park, Delhi",28.606201,77.237228,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",100000,541450,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{ISO-style demo},False,484,Synthetic demo composite outcome: 92%,6,official,simulated,https://health.delhi.gov.in/health/delhi-government-hospitals,2026-09-24,2026-09-24,synthetic_demo_data,women-health,approved,011-22184453,Government Hospital,2000-04-19,"{""Obstetrics & Gynecology"":92,""Women’s Health"":91}"
HR-001,DCH Ambala City,Ambala,Haryana,990118,"Ambala, Haryana (street address not published in source)",30.360368,76.791793,"{Pediatrics,Neonatology}","{Pediatric Consultation,Vaccination,NICU Care,Newborn Screening}",103000,407632,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Quality-certified demo},False,426,Synthetic demo composite outcome: 87%,16,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,+91-00000-10118,Government Hospital,2007-07-24,"{""Pediatrics"":87,""Neonatology"":89}"
HR-002,SDCH Ambala Cantt.,Ambala,Haryana,990119,"Ambala, Haryana (street address not published in source)",30.347412,76.785399,"{Ophthalmology,Ophthalmic Surgery}","{Cataract Surgery,LASIK Evaluation,Phacoemulsification,Vitrectomy}",55000,168552,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Teaching hospital demo},False,1633,Synthetic demo composite outcome: 90%,14,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,respiratory,pending,+91-00000-10119,Government Hospital,2014-10-02,"{""Ophthalmology"":91,""Ophthalmic Surgery"":95}"
HR-003,SDCH Naraingarh,Naraingarh,Haryana,990120,"Naraingarh, Haryana (street address not published in source)",29.029904,76.109350,"{ENT,Head & Neck Surgery}","{Tonsillectomy,Endoscopic Sinus Surgery,Thyroid Surgery,Neck Dissection}",58000,160101,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{Not specified / demo},False,328,Synthetic demo composite outcome: 90%,10,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,+91-00000-10120,Government Hospital,1965-01-07,"{""ENT"":98,""Head & Neck Surgery"":97}"
HR-004,DCH Bhiwani,Bhiwani,Haryana,990121,"Bhiwani, Haryana (street address not published in source)",29.088259,76.058303,"{Dermatology,Cosmetology}","{Skin Biopsy,Laser Procedures,Hair Restoration Consultation,Laser Therapy}",61000,237141,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{NABH-style demo},False,1495,Synthetic demo composite outcome: 93%,3,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,+91-00000-10121,Government Hospital,1972-04-12,"{""Dermatology"":89,""Cosmetology"":88}"
HR-005,KLJ Govt. Eye Hospital Bhiwani,Bhiwani,Haryana,990122,"Bhiwani, Haryana (street address not published in source)",29.026113,76.052550,"{Psychiatry,Behavioral Health}","{Psychiatric Consultation,Counselling,Psychological Assessment}",64000,307532,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{ISO-style demo},False,188,Synthetic demo composite outcome: 91%,18,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,pediatrics,pending,+91-00000-10122,Government Hospital,1979-07-17,"{""Psychiatry"":89,""Behavioral Health"":90}"
HR-006,SDCH Loharu,Loharu,Haryana,990123,"Loharu, Haryana (street address not published in source)",29.072337,76.075603,"{Emergency Medicine,Trauma Care}","{Emergency Stabilization,Trauma Resuscitation,Trauma Stabilization,Fracture Management}",67000,184462,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Quality-certified demo},False,1262,Synthetic demo composite outcome: 94%,12,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,+91-00000-10123,Government Hospital,1986-10-22,"{""Emergency Medicine"":89,""Trauma Care"":89}"
HR-007,SDCH Bawani Khera,Bawani Khera,Haryana,990124,"Bawani Khera, Haryana (street address not published in source)",29.074255,76.117109,"{Endocrinology,Diabetology}","{Diabetes Management,Thyroid Evaluation,Diabetes Screening,Insulin Management}",70000,350052,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Teaching hospital demo},False,833,Synthetic demo composite outcome: 89%,7,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,ent,pending,+91-00000-10124,Government Hospital,1993-01-27,"{""Endocrinology"":97,""Diabetology"":95}"
HR-008,CH Deorala,Deorala,Haryana,990125,"Deorala, Haryana (street address not published in source)",29.056995,76.099231,"{Rheumatology,Pain Medicine}","{Arthritis Management,Autoimmune Evaluation,Pain Clinic,Nerve Blocks}",73000,377770,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{Not specified / demo},False,326,Synthetic demo composite outcome: 90%,3,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,dermatology,pending,+91-00000-10125,Government Hospital,2000-04-05,"{""Rheumatology"":95,""Pain Medicine"":92}"
HR-009,SDCH Tosham,Tosham,Haryana,990126,"Tosham, Haryana (street address not published in source)",29.024912,76.088496,"{General Medicine,Family Medicine}","{Outpatient Consultation,Health Screening,Primary Care}",76000,379666,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{NABH-style demo},False,1428,Synthetic demo composite outcome: 92%,12,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,+91-00000-10126,Government Hospital,2007-07-10,"{""General Medicine"":93,""Family Medicine"":92}"
HR-010,SDCH Siwani,Siwani,Haryana,990127,"Siwani, Haryana (street address not published in source)",29.033780,76.080432,"{Cardiology,Internal Medicine}","{ECG,Echocardiography,Consultation,Diagnostic Evaluation}",79000,340631,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{ISO-style demo},False,840,Synthetic demo composite outcome: 89%,12,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,emergency,pending,+91-00000-10127,Government Hospital,2014-10-15,"{""Cardiology"":90,""Internal Medicine"":86}"
HR-011,DCH Charkhi Dadri,Charkhi Dadri,Haryana,990128,"Charkhi Dadri, Haryana (street address not published in source)",29.033852,76.074408,"{Neurology,Neurosurgery}","{EEG,MRI Brain,Craniotomy,Spine Surgery}",82000,243504,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Quality-certified demo},False,1562,Synthetic demo composite outcome: 93%,18,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,diabetes,pending,+91-00000-10128,Government Hospital,1965-01-20,"{""Neurology"":91,""Neurosurgery"":94}"
HR-012,DCH Fatehabad,Fatehabad,Haryana,990129,"Fatehabad, Haryana (street address not published in source)",29.061859,76.050704,"{Orthopedics,Joint Replacement}","{Fracture Fixation,Arthroscopy,Total Knee Replacement,Total Hip Replacement}",85000,467127,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Teaching hospital demo},False,602,Synthetic demo composite outcome: 87%,4,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,orthopedic,pending,+91-00000-10129,Government Hospital,1972-04-25,"{""Orthopedics"":90,""Joint Replacement"":96}"
HR-013,SDCH Tohana,Tohana,Haryana,990130,"Tohana, Haryana (street address not published in source)",29.037869,76.060302,"{General Surgery,Laparoscopic Surgery}","{Appendectomy,Hernia Repair,Laparoscopic Cholecystectomy,Laparoscopic Hernia Repair}",88000,333526,INR,"{Dialysis Unit,ICU,Diagnostic Lab,Pharmacy}",{Not specified / demo},False,382,Synthetic demo composite outcome: 91%,14,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,+91-00000-10130,Government Hospital,1979-07-03,"{""General Surgery"":89,""Laparoscopic Surgery"":91}"
HR-014,SDCH Ratia,Ratia,Haryana,990131,"Ratia, Haryana (street address not published in source)",29.084734,76.082356,"{Gastroenterology,Hepatology}","{Endoscopy,Colonoscopy,Liver Function Assessment,FibroScan}",91000,441227,INR,"{Operation Theatre,ICU,Radiology,Ambulance}",{NABH-style demo},False,1275,Synthetic demo composite outcome: 90%,7,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,+91-00000-10131,Government Hospital,1986-10-08,"{""Gastroenterology"":86,""Hepatology"":84}"
HR-015,B.K.CH Faridabad,Faridabad,Haryana,990132,"Faridabad, Haryana (street address not published in source)",28.430759,77.289579,"{Nephrology,Urology}","{Hemodialysis,Kidney Biopsy,TURP,Ureteroscopy}",94000,523224,INR,"{Cath Lab,ICU,Cardiac Diagnostics,Pharmacy}",{ISO-style demo},False,1627,Synthetic demo composite outcome: 96%,13,official,simulated,https://cdnbbsr.s3waas.gov.in/s31177967c7957072da3dc1db4ceb30e7a/uploads/2023/03/2023031313.pdf,2026-09-24,2026-09-24,synthetic_demo_data,general-surgery,pending,+91-00000-10132,Government Hospital,1993-01-13,"{""Nephrology"":97,""Urology"":98}"
HP-001,"Regional Hospital, Bilaspur",Bilaspur,Himachal Pradesh,990133,"Bilaspur, Himachal Pradesh (street address not published in source)",31.320403,76.770302,"{Pulmonology,Critical Care}","{Bronchoscopy,Pulmonary Function Test,Ventilator Support,Sepsis Management}",97000,495866,INR,"{24x7 Emergency,Pharmacy,Diagnostic Lab,Ambulance}",{Quality-certified demo},False,1024,Synthetic demo composite outcome: 93%,8,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,gastro,pending,+91-00000-10133,Government Hospital,2000-04-18,"{""Pulmonology"":94,""Critical Care"":95}"
HP-002,"Civil Hospital, Ghumarwin",Ghumarwin,Himachal Pradesh,990134,"Ghumarwin, Himachal Pradesh (street address not published in source)",31.103536,77.205555,"{Oncology,Radiation Oncology}","{Chemotherapy,Cancer Screening,Radiotherapy Planning,External Beam Radiotherapy}",100000,558814,INR,"{ICU,24x7 Emergency,Blood Bank,Radiology}",{Teaching hospital demo},False,1256,Synthetic demo composite outcome: 95%,4,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,oncology,pending,+91-00000-10134,Government Hospital,2007-07-23,"{""Oncology"":90,""Radiation Oncology"":88}"
HP-003,"Regional Hospital, Chamba",Chamba,Himachal Pradesh,990135,"Chamba, Himachal Pradesh (street address not published in source)",32.565332,76.106225,"{Obstetrics & Gynecology,Women’s Health}","{Normal Delivery,Cesarean Section,Antenatal Care,Gynecology Consultation}",103000,505302,INR,"{NICU,Pharmacy,Diagnostic Lab,24x7 Emergency}",{Not specified / demo},False,1675,Synthetic demo composite outcome: 89%,6,official,simulated,https://himachal.nic.in/WriteReadData/l892s/19_l892s/1513933671.pdf,2026-09-24,2026-09-24,synthetic_demo_data,women-health,pending,+91-00000-10135,Government Hospital,2014-10-01,"{""Obstetrics & Gynecology"":85,""Women’s Health"":88}"
